median_tpm_Liver	median_tpm_Other	LO	gene
106.7	22.43	4.75702184574231	CRYL1
9.303	6.861	1.35592479230433	LNX2
29.615	10.04	2.94970119521912	SLC46A3
22.225	8.249	2.69426597163293	N4BP2L1
30.005	2.958	10.1436781609195	SLC25A15
2.912	2.414	1.2062966031483	KBTBD7
18.535	12.14	1.52677100494234	SLC25A30
15.67	12.85	1.21945525291829	COG3
29.4	11.35	2.59030837004405	ZC3H13
13.31	6.289	2.11639370329146	LCP1
45.595	16.63	2.74173180998196	EBPL
8.517	2.151	3.95955369595537	ATP7B
5.327	1.881	2.83200425305688	GPC6
15.44	7.914	1.95097295931261	TGDS
3.391	2.544	1.33294025157233	GPR180
7.1455	2.648	2.69845166163142	CLYBL
14.275	6.991	2.04191102846517	PCCA
3.3595	1.517	2.21456822676335	GGACT
11.83	4.424	2.67405063291139	TEX30
31.45	22.39	1.40464493077267	RAB20
61.12	49.14	1.24379324379324	NAXD
73.38	5.258	13.955876759224	F10
65.08	0.2893	224.956792257172	PROZ
29.935	4.048	7.39500988142293	GRTP1
26.78	20.01	1.33833083458271	PNP
164.65	26.67	6.17360329958755	RNASE4
726.8	11.03	65.8930190389846	ANG
25.545	20.85	1.22517985611511	ARHGEF40
8.0865	3.051	2.65044247787611	AJUBA
19.865	11.63	1.70808254514187	DHRS4
25.945	11.51	2.25412684622068	DHRS4L2
126.55	9.61	13.1685744016649	PCK2
71.66	42.16	1.69971537001898	DCAF11
10.92	6.077	1.79693927924963	FITM1
102.5	75.6	1.35582010582011	PSME2
56.125	16.89	3.32297217288336	DHRS1
1.2475	0.9317	1.33895030589245	GZMH
1.3175	0.895	1.47206703910615	GZMB
4.5585	0.8005	5.6945658963148	SSTR1
6.81	4.913	1.38611846122532	MGAT2
1.1175	0.7872	1.41958841463415	POLE2
55.31	10.21	5.41723800195886	PYGL
10.11	7.054	1.43322937340516	STYX
14.69	5.937	2.47431362641065	GNPNAT1
27.745	15.42	1.79928664072633	CNIH1
49.03	5.014	9.77861986437974	GCH1
13.96	8.726	1.59981663992666	SGPP1
36.32	10.38	3.4990366088632	MTHFD1
215.45	0.5285	407.663197729423	GPX2
10.43	7.219	1.44479844853858	GPHN
9.131	1.077	8.47818012999072	PLEK2
53.52	27.92	1.91690544412607	RDH11
1.171	0.2212	5.29385171790235	RDH12
38.74	3.74	10.3582887700535	SMOC1
1.427	1.033	1.38141335914811	DPF3
11.73	4.556	2.57462686567164	ACOT1
28.735	16.54	1.73730350665054	ACOT2
8.1175	0.8675	9.35734870317003	ACOT4
18.69	4.267	4.38012655261308	ENTPD5
68.94	12.03	5.73067331670823	ALDH6A1
10.66	3.923	2.71730818251338	FLVCR2
51.525	10.87	4.74011039558418	GSTZ1
5.7145	4.632	1.23370034542314	ZC3H14
7.193	4.524	1.58996463306808	RIN3
1.44	0.2204	6.53357531760436	PPP4R4
5944.5	8.356	711.404978458593	SERPINA1
103.95	5.492	18.9275309541151	SERPINA5
1424.5	34.21	41.6398713826367	SERPINA3
7.757	6.248	1.24151728553137	CLMN
20.39	15.04	1.35571808510638	EVL
36.725	0.9833	37.3487236855487	AMN
45.845	0.6757	67.8481574663312	EXOC3L4
69.8	1.736	40.2073732718894	ASPG
1.1565	0.8607	1.34367375392123	C14orf180
1.2945	0.3912	3.3090490797546	GOLGA8M
5.378	1.076	4.99814126394052	SCG5
66.23	28.78	2.30125086865879	IVD
20.69	16.4	1.26158536585366	RMDN3
32.46	2.973	10.9182643794147	GCHFR
2.6625	2.153	1.23664653971203	C15orf62
14.975	10.78	1.389146567718	ZFYVE19
3.344	2.739	1.22088353413655	CHAC1
67.925	45.87	1.48081534772182	CHP1
2.0665	1.54	1.34188311688312	LTK
49.79	2.372	20.9907251264756	SORD
8.6265	2.504	3.44508785942492	SHF
322.75	12.87	25.0777000777001	GATM
87.18	0.6137	142.056379338439	SLC27A2
17.365	10.71	1.62138188608777	CGNL1
110	0.7528	146.121147715197	AQP9
26.8	0.2257	118.741692512184	LIPC
8.174	6.08	1.34440789473684	MYO1E
24.535	18.23	1.34585847504114	CLPX
14.38	9.59	1.49947862356621	HACD3
7.4045	4.456	1.6616921005386	GLCE
2.0225	0.9736	2.07734182415776	CYP11A1
25.815	21.34	1.20970009372071	CSK
90.855	50.67	1.79307282415631	ETFA
19.21	14.39	1.33495482974288	TBC1D2B
99.85	13.46	7.41827637444279	MTHFS
5.5995	3.345	1.67399103139013	ST20
2.7555	1.426	1.93232819074334	BCL2A1
52.355	8.253	6.34375378650188	FAH
23.985	3.208	7.47662094763092	STARD5
6.951	2.765	2.51392405063291	KLHL25
35.605	19.74	1.80369807497467	ABHD2
12.205	1.986	6.14551863041289	PLIN1
10.007	5.896	1.69725237449118	PEX11A
159.8	7.767	20.5742242822196	ANPEP
184.75	79.52	2.32331488933602	IDH2
192.95	65.76	2.93415450121654	FURIN
14.015	10.54	1.32969639468691	FES
4.654	3.625	1.28386206896552	LRRC28
3.437	1.315	2.61368821292776	ADAMTS17
21.315	2.311	9.22327996538295	PCSK6
130.55	73.68	1.77185124864278	HBA2
10.13	6.541	1.5486928604189	HBA1
62.24	40.04	1.55444555444555	NME4
94.17	11.81	7.97375105842506	DECR2
31.69	24.12	1.31384742951907	MCRIP2
5.219	3.172	1.6453341740227	BAIAP3
65.24	0.703	92.8022759601707	IGFALS
43.52	25.54	1.70399373531715	HAGH
20.425	11.26	1.8139431616341	FAHD1
102.5	23.48	4.36541737649063	MSRB1
5.9615	0.2195	27.1594533029613	NPW
125.25	77.34	1.61947245927075	SLC9A3R2
17.505	7.697	2.27426269975315	NTHL1
12.655	1.025	12.3463414634146	RAB26
63.34	44.9	1.41069042316258	ECI1
3.072	0.9923	3.09583795223219	CLDN9
1.8735	1.34	1.39813432835821	MMP25
93.74	32.93	2.8466443972062	IL32
98.415	5.671	17.3540821724564	ABAT
25.775	14.35	1.79616724738676	CARHSP1
9.686	4.422	2.19041157847128	ATF7IP2
3.2215	1.68	1.91755952380952	DEXI
8.905	4.876	1.82629204265792	CPPED1
45.64	35.77	1.27592954990215	PDXDC1
5.248	2.547	2.06046329014527	MPV17L
40.805	1.663	24.5369813589898	ABCC6
85.375	46.47	1.83720680008608	ARL6IP1
5.4115	1.228	4.40675895765472	SYT17
75.14	2.337	32.1523320496363	ACSM5
6.62	1.371	4.82859226841721	ACSM3
1.1955	0.5062	2.361714737258	ACSM1
4.0625	3.237	1.25502008032129	ERI2
6.748	5.563	1.21301456048894	DCUN1D3
17.93	13.05	1.37394636015326	LYRM1
3.3195	0.6369	5.21196420160151	CRYM
36.39	2.886	12.6091476091476	KDM8
52.945	21.48	2.46485102420857	IL4R
1.961	1.481	1.32410533423363	APOBR
49.225	27.14	1.81374355195284	NUPR1
16.49	1.733	9.51529140219273	SULT1A2
54.885	12.82	4.28120124804992	SULT1A1
120.7	12.07	10	QPRT
241.35	35.26	6.844866704481	SEPHS2
7.4855	1.787	4.18886401790711	ITGAL
35.885	13.9	2.58165467625899	ORAI3
110.55	13.22	8.36232980332829	HSD3B7
4.123	0.9965	4.13748118414451	STX1B
15.755	4.041	3.89878742885424	PRSS53
244.25	76.95	3.17413905133203	VKORC1
12.14	9.876	1.22924260834346	PRSS8
3.724	2.767	1.34586194434406	ITGAX
6.6765	3.547	1.88229489709614	COX6A2
12.135	9.495	1.27804107424961	ARMC5
2.6745	2.139	1.25035063113605	C16orf87
65.715	9.893	6.64257555847569	GPT2
32.69	18.44	1.77277657266811	LONP2
403.2	7.386	54.5897644191714	CES1
5.7515	1.386	4.1497113997114	GNAO1
1741.5	329.2	5.29009720534629	MT2A
419	80.04	5.23488255872064	MT1E
112	20.4	5.49019607843137	MT1M
63.335	12.65	5.00671936758893	MT1A
130.75	10.22	12.793542074364	MT1F
1158.5	7.676	150.924960917144	MT1G
178.75	0.5453	327.801210342931	MT1H
903.2	278.1	3.24775260697591	MT1X
2.3485	0.7104	3.30588400900901	CETP
1.7645	1.336	1.32073353293413	ADGRG3
31.525	17.17	1.83605125218404	MMP15
147.45	91.12	1.618195785777	GOT2
2.9085	2.408	1.2078488372093	PDP2
93.055	24.15	3.85320910973085	CES2
26.985	1.049	25.7244995233556	CES3
9.663	6.093	1.58591826686361	CES4A
28.16	11.83	2.3803888419273	C16orf70
54.06	33.93	1.59328028293546	TMEM208
3.739	2.731	1.3690955693885	HSD11B2
12.3	4.935	2.49240121580547	GFOD2
19.37	14.95	1.29565217391304	RANBP10
1.5575	1.221	1.27559377559378	TSNAXIP1
117.3	20.35	5.76412776412776	LCAT
40.375	6.22	6.4911575562701	ESRP2
24.525	13.39	1.83159073935773	CDH1
25.51	14.06	1.81436699857752	PDF
2.268	0.8185	2.77092241905925	TMED6
6.9165	5.65	1.2241592920354	CMTR2
1.479	0.5109	2.89489136817381	MARVELD3
43.83	3.874	11.3138874548271	DHODH
8.9285	7.419	1.20346407871681	TXNL4B
12260	2.222	5517.55175517552	HP
364.6	0.5854	622.82200204988	HPR
17.67	5.652	3.12632696390658	NPIPB15
91.715	24.33	3.76962597616112	LDHD
5.8755	3.608	1.6284645232816	ZFP1
1.784	0.9233	1.93219971840139	CTRB2
1.6365	0.922	1.77494577006508	CTRB1
7.8225	2.843	2.75149489975378	NUDT7
1.8635	1.149	1.62184508268059	C16orf46
9.99	4.853	2.05852050278178	GCSH
4.0905	2.514	1.62708830548926	PLCG2
50.02	6.613	7.56388930893694	OSGIN1
4.9855	0.4517	11.0371928270976	NECAB2
5.4925	1.928	2.84880705394191	IRF8
2.039	1.082	1.88447319778189	FOXF1
1.8155	1.113	1.63117699910153	C16orf95
5.1015	3.434	1.48558532323821	ZFPM1
35.16	26.72	1.31586826347305	CDK10
1.295	0.8239	1.57179269328802	FANCA
3.0845	1.295	2.38185328185328	SPIRE2
4.316	2.39	1.80585774058577	TLCD2
1119	4.42	253.16742081448	SERPINF2
279.75	141.2	1.98123229461756	SERPINF1
87.505	46.54	1.88021057155135	CLUH
14.015	6.242	2.24527395065684	TRPV1
16.77	7.889	2.12574470782102	SHPK
2.171	1.578	1.37579214195184	ZMYND15
5.723	1.957	2.92437404190087	VMO1
54.88	0.6364	86.2350722815839	GLTPD2
4.6215	2.819	1.63941113870167	CHRNE
1.977	1.54	1.28376623376623	C17orf107
35.865	15.39	2.33040935672515	ENO3
26.12	19.87	1.31454453950679	TXNDC17
2.747	1.834	1.49781897491821	C17orf100
11.12	6.841	1.6254933489256	XAF1
21.105	1.322	15.964447806354	SLC16A13
2.7955	2.007	1.39287493771799	SLC16A11
2.6425	2.104	1.25594106463878	CLEC10A
394.9	0.2744	1439.13994169096	ASGR2
408.8	0.7131	573.271630907306	ASGR1
616	500.2	1.23150739704118	ACADVL
8.5285	4.432	1.92430054151625	CLDN7
2.0085	1.492	1.34617962466488	YBX2
69.59	52.74	1.3194918467956	TMEM256
45.18	23.87	1.89275240888144	MPDU1
11.585	0.3747	30.9180677875634	SHBG
197.75	98.36	2.01047173647824	SAT2
3.6075	1.463	2.46582365003418	USP43
25.5	4.525	5.6353591160221	TMEM220
13.78	1.132	12.1731448763251	HS3ST3B1
15.325	8.598	1.78239125377995	CENPV
86.235	49.23	1.75167580743449	RASD1
111.9	15.66	7.1455938697318	PEMT
93.265	30.59	3.04887218045113	SREBF1
181.15	9.412	19.2467063323417	SHMT1
11.225	6.064	1.85108839050132	FAM83G
41.215	5.196	7.93206312548114	SLC47A1
59.375	33.06	1.79597701149425	ALDH3A2
25.07	5.076	4.93892828999212	TMEM97
135.65	92.79	1.46190322232999	POLDIP2
2575.5	2.096	1228.76908396947	VTN
12.11	3.22	3.76086956521739	SLC46A1
26.42	9.996	2.64305722288916	ALDOC
7.8105	2.343	3.33354673495519	SPAG5
4.5855	2.567	1.78632645111025	TLCD1
24.765	14.61	1.69507186858316	TRAF4
83.95	57.48	1.46050800278358	FLOT2
3.583	2.907	1.23254213966288	DHRS13
126.35	0.3115	405.61797752809	PIPOX
5.675	3.919	1.44807348813473	TIAF1
13.465	7.467	1.80326771126289	ABHD15
11.51	9.282	1.24003447532859	RFFL
7.1575	4.771	1.50020959966464	CCL5
56.045	0.2789	200.950161348153	CCL16
14.215	9.32	1.52521459227468	CCL14
2.4225	0.665	3.64285714285714	CCL23
4.973	1.387	3.58543619322278	CCL3
5.446	2.847	1.91289076220583	CCL4
3.8045	0.5759	6.60618162875499	SRCIN1
2.0135	1.217	1.6544782251438	EPOP
85.935	38.32	2.24256263048017	CISD3
50.765	11.27	4.50443655723159	GSDMB
89.675	31.38	2.85771191841938	ORMDL3
991.9	330.9	2.99758235116349	IGFBP4
1.0295	0.3508	2.93472063854048	KRT222
3.8055	2.653	1.43441387108933	KRT13
13.59	8.43	1.61209964412811	DHX58
2.5185	0.4438	5.67485353762956	HSPB9
2.3315	1.426	1.63499298737728	AOC2
2.259	0.7692	2.93681747269891	RND2
32.465	10.97	2.95943482224248	ARL4D
39.8	1.144	34.7902097902098	NAGS
41.585	11.22	3.70632798573975	ACBD4
6.331	0.7333	8.63357425337515	WNT3
26.95	10.18	2.64734774066798	PNPO
5.5325	1.057	5.23415326395459	SKAP1
15.55	11.32	1.37367491166078	NGFR
15.18	2.851	5.32444756225886	CHAD
68.68	6.519	10.5353581837705	ABCC3
108.6	48.66	2.23181257706535	TOB1
6.8885	3.966	1.73688855269793	TOM1L1
20.005	6.394	3.12871441976853	HLF
35.085	9.304	3.77095872742906	PCTP
1.8225	1.51	1.20695364238411	C17orf67
20.52	16.7	1.22874251497006	TRIM25
4.023	1.907	2.10959622443629	RNF43
26.085	11.66	2.23713550600343	MTMR4
49.185	23.32	2.10913379073756	TACO1
1.871	0.8261	2.26485897591091	GH1
10.205	7.846	1.3006627580933	ERN1
2969	0.2028	14640.0394477318	APOH
44.59	4.585	9.72519083969466	FAM20A
18.34	6.545	2.80213903743316	ABCA6
8.198	3.576	2.29250559284116	SLC39A11
42.6	17.2	2.47674418604651	GPRC5C
3.4535	2.12	1.62900943396226	CD300A
6.6125	1.045	6.32775119617225	RAB37
169.1	34.02	4.97060552616108	SLC9A3R1
40.09	10.11	3.96538081107814	GALK1
37.295	16.45	2.26717325227964	ACOX1
27.67	22.6	1.22433628318584	TEN1
20.27	13.66	1.48389458272328	CDK3
14.81	10.7	1.38411214953271	PRPSAP1
3.9035	2.858	1.36581525542337	TMC8
3.9625	3.081	1.28610840636157	TK1
68.53	11.54	5.93847487001733	AFMID
20.02	9.277	2.15802522367145	BAIAP2
111.3	78.81	1.41225732775029	MRPL12
90.185	7.906	11.407159119656	SLC25A10
511.25	276	1.85235507246377	P4HB
62.095	14.83	4.18712070128119	PCYT2
3.8705	0.2703	14.3192748797632	NOTUM
38.745	25.1	1.54362549800797	CENPX
12.135	7.723	1.57128059044413	LRRC45
7.4375	2.825	2.63274336283186	RAC3
801.9	85.84	9.34179869524697	DCXR
68.11	47.85	1.42340647857889	RFNG
81.47	24.8	3.28508064516129	FASN
2.5755	1.263	2.03919239904988	CD7
24.755	16.57	1.4939649969825	FN3K
20.575	16.45	1.25075987841945	ENOSF1
47.505	13.25	3.58528301886792	LPIN2
12.62	7.105	1.7762139338494	MYOM1
2.3875	1.856	1.28636853448276	L3MBTL4
99.09	66	1.50136363636364	NDUFV2
1.179	0.5247	2.24699828473413	PIEZO2
30.085	3.059	9.83491337038248	TTC39C
13.9	1.874	7.41728922091782	CDH2
2734	0.3852	7097.61163032191	TTR
3.5635	1.887	1.88844727080021	RNF125
11.78	0.6377	18.4726360357535	MOCOS
1.5995	0.4983	3.20991370660245	RNF165
13.595	0.4152	32.7432562620424	LIPG
186.2	41.21	4.51832079592332	ACAA2
4.269	3.004	1.4211051930759	MYO5B
1.1915	0.7233	1.64731093598783	MRO
2.071	0.4759	4.35175457028788	ALPK2
28.335	18.15	1.56115702479339	SEC11C
60.875	35.64	1.70805274971942	LMAN1
2.08	0.7101	2.92916490635122	CCBE1
10.98	3.913	2.8060311781242	RNF152
5.3655	3.399	1.57855251544572	PHLPP1
16.015	12.18	1.31486042692939	KDSR
181.4	16.89	10.7400828892836	CYB5A
50.575	25.64	1.97250390015601	CNDP2
39.505	19.98	1.97722722722723	HSBP1L1
62.57	38.03	1.64528004207205	SHC2
1.7405	0.9871	1.76324587174552	GZMM
75.46	62.02	1.21670428893905	POLR2E
193	28.03	6.88547984302533	GAMT
3.9565	1.832	2.1596615720524	PCSK4
250.45	3.177	78.8322316650928	REEP6
8.119	6.47	1.2548686244204	KLF16
2.689	0.2799	9.60700250089318	TMPRSS9
206.25	134.2	1.53688524590164	GADD45B
1.4915	1.082	1.37846580406654	TLE6
3.6805	2.342	1.57152006831768	TBXA2R
6.0265	2.918	2.06528444139822	TJP3
6.536	1.569	4.16571064372212	ANKRD24
26.755	6.023	4.44213846920139	STAP2
15.13	11.62	1.30206540447504	MPND
55.38	15.78	3.50950570342205	PLIN4
80.885	20.15	4.01414392059553	PLIN5
609.4	1.797	339.120756816917	LRG1
12.245	3.203	3.82297845769591	TNFAIP8L1
115.95	83.81	1.38348645746331	MYDGF
5.9415	2.958	2.00862068965517	PRR22
8.5845	1.565	5.485303514377	NRTN
10.685	6.477	1.64968349544542	CRB3
32.935	0.9277	35.5017785922173	TNFSF14
1605.5	70.29	22.841086925594	C3
12.34	3.324	3.71239470517449	PEX11G
22.165	4.582	4.83740724574422	CAMSAP3
21.86	0.322	67.888198757764	CLEC4G
1.507	0.2643	5.70185395384033	TGFBR3L
25.375	19.28	1.31613070539419	CERS4
74.165	19.19	3.86477331943721	ANGPTL4
1.983	1.104	1.79619565217391	PRAM1
5.3235	3.723	1.42989524576954	MYO1F
13.38	3.861	3.46542346542347	OLFM2
18.53	0.3867	47.918282906646	ANGPTL6
3.8395	2.22	1.7295045045045	ZGLP1
1.098	0.775	1.41677419354839	ICAM3
22.665	10.61	2.13619227144204	LDLR
134.35	0.4311	311.644630016238	ANGPTL8
111.35	64.02	1.73930021868166	TMEM205
4.4135	2.728	1.61785190615836	SWSAP1
5.4205	3.463	1.56526133410338	ACP5
3.985	2.821	1.41261963842609	ZNF823
3.4275	2.106	1.62749287749288	ZNF69
3.3835	2.041	1.6577658010779	ZNF563
36.06	14.33	2.51639916259595	GCDH
1.6575	0.9685	1.71140939597315	SYCE2
37.12	0.7079	52.4367848566182	PALM3
61.14	47.36	1.29096283783784	DNAJB1
144.95	0.2363	613.415150232755	CYP4F3
26.775	1.976	13.5501012145749	CYP4F12
36.73	0.4251	86.403199247236	CYP4F11
9.0975	7.273	1.25085934277465	AP1M1
33.425	15.54	2.1509009009009	OCEL1
63.735	27.5	2.31763636363636	NR2F6
16.85	12.52	1.34584664536741	ABHD8
61.885	50.83	1.21748967145387	MRPL34
140.55	62.77	2.23912697148319	BST2
9.5885	7.656	1.25241640543365	MAST3
62.905	45.85	1.37197382769902	IFI30
16.24	12.94	1.25502318392581	PGPEP1
7.28	5.06	1.43873517786561	GDF15
28.005	10.29	2.72157434402332	ARMC6
55.53	19.2	2.8921875	SLC25A42
33.325	0.5398	61.7358280844757	TM6SF2
16.19	11.75	1.37787234042553	C19orf12
7.0895	0.2715	26.1123388581952	SLC7A9
10.73	3.316	3.23582629674306	RHPN2
26.86	18.9	1.42116402116402	LRP3
72.54	5.639	12.8639829757049	CEBPA
65.495	29.83	2.19560844787127	PEPD
492.5	14.42	34.1539528432732	HPN
141.1	72.59	1.94379391100703	FXYD1
72.24	24.42	2.95823095823096	LSR
597.35	0.4528	1319.23586572438	HAMP
24.305	6.611	3.67644834366964	IGFLR1
10.755	3.294	3.26502732240437	SYNE4
15.895	0.9902	16.0523126641083	CAPN12
34.835	1.631	21.35806253832	LGALS4
290.95	205.5	1.41581508515815	ECH1
1.343	1.068	1.25749063670412	CCER2
26.735	5.216	5.12557515337423	FBXO17
3.8375	2.343	1.6378574477166	FBXO27
89.365	64.91	1.3767524264366	BLVRB
18.425	2.896	6.36222375690608	CEACAM1
7.021	3.641	1.92831639659434	PHLDB3
27.795	21.84	1.27266483516484	PVR
96.225	33.63	2.86128456735058	BCL3
14.27	0.6074	23.4935791899901	CBLC
3181.5	68.75	46.2763636363636	APOE
2897.5	5.407	535.879415572406	APOC1
1789.5	0.3891	4599.07478797224	APOC2
33.04	25.6	1.290625	TRAPPC6A
8.421	5.47	1.53948811700183	C5AR1
12.08	6.751	1.78936453858688	SPHK2
27.27	7.216	3.77910199556541	HSD17B14
204.4	144.1	1.41845940319223	NUCB1
7718	2626	2.93907083015994	FTL
4.6995	2.522	1.86340206185567	SLC6A16
111.6	61.4	1.81758957654723	FCGRT
27.795	22.83	1.21747700394218	RCN3
3.839	2.84	1.35176056338028	PRRG2
1224.5	17.96	68.1792873051225	ATF5
66.98	0.2837	236.094465985196	ASPDH
1.3305	0.8739	1.52248541023	SIGLEC9
2.261	0.5418	4.17312661498708	SIGLEC7
2.071	1.322	1.56656580937973	VSIG10L
60.99	26.27	2.32165968785687	ETFB
9.8915	3.29	3.00653495440729	NKG7
2.425	2.016	1.20287698412698	LILRB3
4.4525	3.677	1.21090562958934	LILRB5
2.732	2.239	1.22018758374274	LILRB2
1.638	1.289	1.27075252133437	LILRA5
1.4605	0.9257	1.57772496489143	LILRB1
7.8825	0.3503	22.5021410219812	PTPRH
26.94	7.2	3.74166666666667	TMEM86B
5.2835	2.789	1.89440659734672	TMEM238
88.55	28.94	3.05977885279889	ISOC2
27.76	18.71	1.48369855692143	ZNF444
395.9	2.67	148.277153558052	A1BG
1.9875	1.195	1.66317991631799	ZNF497
3.3955	1.966	1.72711088504578	ZNF837
254.5	2.087	121.945376137997	SLC27A5
29.81	4.815	6.19106957424714	TRIB3
59.14	48.13	1.22875545397881	RBCK1
31.16	17.92	1.73883928571429	SIRPA
66.08	51.08	1.29365700861394	MRPS26
5.854	0.2867	20.4185559818626	OXT
33.855	10.68	3.16994382022472	SLC23A2
29.12	20.05	1.45236907730673	CRLS1
1.9315	1.298	1.48805855161787	ANKEF1
3.6265	1.443	2.51316701316701	SPTLC3
3.183	1.191	2.67254408060453	FLRT3
115.2	86.47	1.3322539609113	RRBP1
7.5535	5.168	1.46159055727554	RBBP9
6.526	3.76	1.73563829787234	CST7
199.7	51.86	3.85075202468184	APMAP
1.3635	0.8919	1.52875882946519	TPX2
17.16	12.16	1.41118421052632	POFUT1
87.435	59.4	1.4719696969697	AHCY
78.49	61.83	1.2694484877891	EIF6
22.29	17.97	1.24040066777963	RPRD1B
234.7	126.4	1.85680379746835	TGM2
742.1	0.6735	1101.8559762435	LBP
1.816	0.724	2.50828729281768	FAM83D
16.59	13.31	1.24643125469572	MAFB
20.21	14.56	1.38804945054945	LPIN3
29.43	0.9634	30.5480589578576	SGK2
19.03	4.27	4.45667447306792	TTPAL
26.92	17.79	1.51320966835301	PABPC1L
117.85	48.21	2.44451358639286	SLPI
140.55	82.41	1.70549690571533	SDC4
3.262	2.515	1.29701789264414	SPATA25
5.0655	1.055	4.80142180094787	SLC13A3
23.05	5.939	3.88112476847954	SLC2A10
148.35	100.4	1.47758964143426	CEBPB
2.901	2.083	1.39270283245319	PARD6B
1.9795	1.448	1.36705801104972	TSHZ2
529.95	0.3364	1575.35671819263	PCK1
238.7	143	1.66923076923077	CTSZ
22.665	11.63	1.94883920894239	SS18L1
28.945	23.5	1.23170212765957	OGFR
96.53	4.258	22.6702677313293	SLC17A9
2.784	0.4996	5.5724579663731	PTK6
70.935	22.85	3.10437636761488	ZGPAT
126.1	12.87	9.7979797979798	LIME1
94.955	49.42	1.921388101983	SLC2A4RG
8.2125	4.165	1.97178871548619	CXADR
2.128	1.339	1.58924570575056	TIAM1
378.45	143.7	2.63361169102296	SOD1
1.778	0.6619	2.68620637558544	TCP10L
19.78	13.98	1.41487839771102	IFNAR1
31.855	13.87	2.29668348954578	RCAN1
54.035	23.61	2.28864887759424	CBR1
108.1	77.89	1.38785466683785	ETS2
12.72	1.621	7.8470080197409	TMPRSS2
10.25	4.436	2.31064021641118	RIPK4
6.2035	3.989	1.55515166708448	ZBTB21
6.612	0.5192	12.7349768875193	CBS
10.835	1.276	8.49137931034483	LRRC3
205.4	64.01	3.20887361349789	COL18A1
6.343	3.359	1.88835963084251	SLC19A1
281.45	0.4457	631.478573031187	FTCD
37.465	26.57	1.41004892736169	LSS
4.9165	3.521	1.39633626810565	CECR2
56.95	1.399	40.7076483202287	SLC25A18
14.365	10.47	1.3720152817574	BID
126.2	47.1	2.67940552016985	SLC25A1
16.45	10.62	1.54896421845574	TXNRD2
42.685	25.23	1.6918351169243	COMT
4.169	1.257	3.31662688941925	RTN4R
81.925	49.95	1.64014014014014	DGCR6L
195.65	0.2147	911.271541686074	SERPIND1
78.125	41.29	1.89210462581739	SDF2L1
123.1	95.1	1.2944269190326	CHCHD10
2.7205	2.055	1.32384428223844	MIF
19.6	4.215	4.65005931198102	DDTL
121.75	28.64	4.25104748603352	DDT
4.5325	3.727	1.21612557016367	ADORA2A
50.09	0.3894	128.633795582948	UPB1
76.81	51.1	1.50313111545988	GUCD1
34.435	10.83	3.17959372114497	LRRC75B
19.82	6.316	3.13806206459785	GGT1
11.78	8.512	1.38392857142857	KIAA1671
1.306	0.3193	4.09019730660821	CRYBB3
17.655	12.28	1.43770358306189	TPST2
15.56	12.68	1.22712933753943	HSCB
305.3	141.7	2.1545518701482	XBP1
88.585	15.76	5.62087563451777	NIPSNAP1
53.87	1.725	31.2289855072464	SEC14L2
1.0745	0.7345	1.46289993192648	GAL3ST1
30.095	22.16	1.35807761732852	RNF185
1.043	0.7133	1.46221786064769	SLC5A1
47.505	15.24	3.11712598425197	HMOX1
15.43	4.502	3.4273656152821	APOL6
72.805	19.44	3.74511316872428	APOL1
201.25	21.91	9.185303514377	TST
142.75	31.56	4.52313054499366	MPST
3.285	0.851	3.86016451233843	IL2RB
5.883	2.792	2.10709169054441	C1QTNF6
6.427	4.862	1.32188399835459	RAC2
11.29	7.874	1.43383286766574	CARD10
67.995	46.36	1.46667385677308	CDC42EP1
2.7175	1.058	2.56852551984877	PDXP
24.205	12.68	1.90891167192429	GCAT
5.785	4.415	1.31030577576444	XPNPEP3
43.07	27.6	1.56050724637681	PMM1
30.06	19.44	1.5462962962963	DESI1
215.3	1.468	146.662125340599	CYP2D6
1.443	0.7682	1.87841707888571	SCUBE1
13.52	5.604	2.41256245538901	PRR5
21.645	7.022	3.08245514098547	PPARA
139.25	21.89	6.36135221562357	TTC38
33.23	19.98	1.66316316316316	GRAMD4
6.2435	1.358	4.59756995581738	PANX2
90.305	33.66	2.68285799168152	SELENOO
1.7745	0.6949	2.55360483522809	ADM2
14.335	10.97	1.30674567000912	SCO2
66.98	32.87	2.03772436872528	TYMP
22.165	15.93	1.39139987445072	ODF3B
12.315	0.9551	12.8939378075594	GYG2
13.34	7.801	1.71003717472119	ARSD
1.87	1.208	1.54801324503311	SHROOM2
3.256	1.196	2.72240802675585	ASB9
15.315	12.05	1.27095435684647	SYAP1
3.9875	2.705	1.47412199630314	REPS2
19.145	14	1.3675	SCML1
24.84	11.3	2.19823008849557	PHKA2
75.145	42.73	1.75860051486075	PRDX4
14.335	2.409	5.95060190950602	GK
99.71	32.59	3.05952746241178	MAOB
77.085	9.196	8.3824488908221	RGN
5.091	1.825	2.78958904109589	CFP
96.725	18.36	5.26824618736383	EBP
4.2435	3.416	1.24224238875878	WAS
45.29	27.92	1.62213467048711	HDAC6
4.717	2.617	1.80244554833779	MAGIX
6.5975	3.302	1.99803149606299	CLCN5
141.8	69.07	2.05298972057333	HSD17B10
14.095	11.22	1.25623885918004	PHF8
1.6455	0.4386	3.75170998632011	WNK3
27.52	0.6564	41.9256550883608	PFKFB1
8.497	2.843	2.98874428420682	FAAH2
6.0915	4.024	1.51379224652087	ZXDB
14.9	2.931	5.08358921869669	AR
